ID	probeset_id	ORF	synonym	pid	description	"	probe.id"
eco_gcs1_t03339	eco1254	puuP	b1296	90111243	"putrescine	importer	"	"eco_gcs1_t03339;eco_gcs1_t03341;eco_gcs1_t03340;eco_gcs1_t03337;eco_gcs1_t03338																	"
eco_gcs1_t06138	eco2198	yfbL	b2271	90111413	"predicted	peptidase	"	"eco_gcs1_t06138;eco_gcs1_t06136;eco_gcs1_t06137;eco_gcs1_t06139																	"
eco_gcs1_t05030	eco1817	nudB	b1865	16129818	"dATP	pyrophosphohydrolase	"	"eco_gcs1_t05030;eco_gcs1_t05029																	"
eco_gcs1_t11815	eco2149	atoD	b2221	16130158	"acetyl-CoA:acetoacetyl-CoA	transferase,	alpha	subunit	"	"eco_gcs1_t11815;eco_gcs1_t11813;eco_gcs1_t11814;eco_gcs1_t11812															"
eco_gcs1_t05748	eco2060	yehZ	b2131	16130069	"predicted	transporter	subunit:	periplasmic-binding	component	of	ABC	superfamily	"	"eco_gcs1_t05748;eco_gcs1_t05749											"
eco_gcs1_t03332	eco1251	sapB	b1293	16129254	"predicted	antimicrobial	peptide	transporter	subunit	"	"eco_gcs1_t03332;eco_gcs1_t03333														"
eco_gcs1_t01786	eco0688	ybgQ	b0718	90111165	"predicted	outer	membrane	protein	"	"eco_gcs1_t01786;eco_gcs1_t01793;eco_gcs1_t01790;eco_gcs1_t01789;eco_gcs1_t01787;eco_gcs1_t01791;eco_gcs1_t01794;eco_gcs1_t01792;eco_gcs1_t01788															"
eco_gcs1_t12066	eco3528	rpoZ	b3649	16131520	"DNA-directed	RNA	polymerase	subunit	omega	"	"eco_gcs1_t12066														"
eco_gcs1_t10588	eco3892	zur	b4046	90111679	"DNA-binding	transcriptional	repressor,	Zn(II)-binding	"	"eco_gcs1_t10588															"
eco_gcs1_t10107	eco3716	hemG	b3850	16131696	"protoporphyrin	oxidase,	flavoprotein	"	"eco_gcs1_t10107;eco_gcs1_t10106																"
eco_gcs1_t10222	eco3748	yiiD	b3888	16131728	"predicted	acetyltransferase	"	"eco_gcs1_t10222																	"
eco_gcs1_t08465	eco3096	mtgA	b3208	16131098	"monofunctional	biosynthetic	peptidoglycan	transglycosylase	"	"eco_gcs1_t08465															"
eco_gcs1_t06231	eco2234	hisM	b2307	16130242	"histidine/lysine/arginine/ornithine	transporter	subunit	"	"eco_gcs1_t06231;eco_gcs1_t06232;eco_gcs1_t06234;eco_gcs1_t06233																"
eco_gcs1_t04394	eco1598	ydhJ	b1644	90111311	"undecaprenyl	pyrophosphate	phosphatase	"	"eco_gcs1_t04394;eco_gcs1_t04396;eco_gcs1_t04395;eco_gcs1_t04393																"
eco_gcs1_t09078	eco3329	ugpB	b3453	16131325	"glycerol-3-phosphate	transporter	subunit	"	"eco_gcs1_t09078;eco_gcs1_t09077																"
eco_gcs1_t11257	eco4166	uxuR	b4324	16132145	"DNA-binding	transcriptional	repressor	"	"eco_gcs1_t11257																"
eco_gcs1_t04382	eco1592	pdxH	b1638	16129596	"pyridoxamine	5'-phosphate	oxidase	"	"eco_gcs1_t04382;eco_gcs1_t04381;eco_gcs1_t04383																"
eco_gcs1_t02141	eco0836	hcp	b0873	90111180	"hydroxylamine	reductase	"	"eco_gcs1_t02141;eco_gcs1_t02142;eco_gcs1_t02143;eco_gcs1_t02140																	"
eco_gcs1_t00983	eco0405	xseB	b0422	16128407	"exodeoxyribonuclease	VII	small	subunit	"	"eco_gcs1_t00983															"
eco_gcs1_t08018	eco2906	yqhC	b3010	90111526	"predicted	DNA-binding	transcriptional	regulator	"	"eco_gcs1_t08018;eco_gcs1_t08021;eco_gcs1_t08017;eco_gcs1_t08020;eco_gcs1_t08019															"
eco_gcs1_t12431	eco4292	ryeB	b4433	49175990	"unknown	RNA	"	"eco_gcs1_t12431																	"
eco_gcs1_t04181	eco1525	ydfA	b1571	16129530	"Qin	prophage;	predicted	protein	"	"eco_gcs1_t04181															"
eco_gcs1_t04991	eco1805	yebK	b1853	16129806	"predicted	DNA-binding	transcriptional	regulator	"	"eco_gcs1_t04991;eco_gcs1_t04994;eco_gcs1_t04993;eco_gcs1_t04992															"
eco_gcs1_t10389	eco3820	sthA	b3962	90111670	"soluble	pyridine	nucleotide	transhydrogenase	"	"eco_gcs1_t10389;eco_gcs1_t10388;eco_gcs1_t10390;eco_gcs1_t10391															"
eco_gcs1_t08388	eco3059	nusA	b3169	16131061	"transcription	elongation	factor	NusA	"	"eco_gcs1_t08388;eco_gcs1_t08389															"
eco_gcs1_t03857	eco1423	narU	b1469	16129428	"nitrate/nitrite	transporter	"	"eco_gcs1_t03857;eco_gcs1_t03858;eco_gcs1_t03859;eco_gcs1_t03855;eco_gcs1_t03856																	"
eco_gcs1_t05039	eco1821	yecN	b1869	90111349	"predicted	inner	membrane	protein	"	"eco_gcs1_t05039;eco_gcs1_t05040;eco_gcs1_t05038															"
eco_gcs1_t12320	eco4316	ryfA	b4440	49175990	"unknown	RNA	"	"eco_gcs1_t12320																	"
eco_gcs1_t07591	eco2748	yqeG	b2845	16130749	"predicted	transporter	"	"eco_gcs1_t07591;eco_gcs1_t07593;eco_gcs1_t07592;eco_gcs1_t07589;eco_gcs1_t07590																	"
eco_gcs1_t02460	eco0929	yccW	b0967	49176066	"predicted	methyltransferase	"	"eco_gcs1_t02460;eco_gcs1_t02463;eco_gcs1_t02461;eco_gcs1_t02462																	"
eco_gcs1_t04465	eco1622	ydhU	b1670	16129626	"predicted	cytochrome	"	"eco_gcs1_t04465;eco_gcs1_t04466																	"
eco_gcs1_t01725	eco0671	rhsC	b0700	16128676	"rhsC	element	core	protein	RshC	"	"eco_gcs1_t01725;eco_gcs1_t01723;eco_gcs1_t01724;eco_gcs1_t01726														"
eco_gcs1_t00202	eco0093	ftsA	b0094	16128087	"cell	division	protein	"	"eco_gcs1_t00202;eco_gcs1_t00200;eco_gcs1_t00201;eco_gcs1_t00199;eco_gcs1_t00203																"
eco_gcs1_t10748	eco3961	adiC	b4115	16131941	"arginine:agmatin	"	"eco_gcs1_t10748;eco_gcs1_t10746;eco_gcs1_t10747;eco_gcs1_t10749																		"
eco_gcs1_t11748	eco1764	yeaB	b1813	16129767	"predicted	NUDIX	hydrolase	"	"eco_gcs1_t11748;eco_gcs1_t11749																"
eco_gcs1_t07903	eco2856	ansB	b2957	16130858	"periplasmic	L-asparaginase	II	"	"eco_gcs1_t07903;eco_gcs1_t07902;eco_gcs1_t07904;eco_gcs1_t07905																"
eco_gcs1_t05294	eco1917	yeeI	b1976	90111364	"hypothetical	protein	"	"eco_gcs1_t05294;eco_gcs1_t05290;eco_gcs1_t05293;eco_gcs1_t05291;eco_gcs1_t05292																	"
eco_gcs1_t10472	eco3849	yjaG	b3999	16131829	"hypothetical	protein	"	"eco_gcs1_t10472																	"
eco_gcs1_t11222	eco4156	fimA	b4314	16132135	"major	type	1	subunit	fimbrin	(pilin)	"	"eco_gcs1_t11222;eco_gcs1_t11223													"
eco_gcs1_t08060	eco2918	ygiV	b3023	49176303	"predicted	transcriptional	regulator	"	"eco_gcs1_t08060																"
eco_gcs1_t06838	eco2460	hcaE	b2538	16130463	"3-phenylpropionate	dioxygenase,	large	(alpha)	subunit	"	"eco_gcs1_t06838;eco_gcs1_t06839;eco_gcs1_t06840;eco_gcs1_t06837														"
eco_gcs1_t07965	eco2879	yghO	b2981	16130881	"predicted	DNA-binding	transcriptional	regulator	"	"eco_gcs1_t07965;eco_gcs1_t07964;eco_gcs1_t07966															"
eco_gcs1_t10589	eco3893	yjbL	b4047	16131873	"hypothetical	protein	"	"eco_gcs1_t10589																	"
eco_gcs1_t10052	eco3689	pldA	b3821	16131671	"outer	membrane	phospholipase	A	"	"eco_gcs1_t10052;eco_gcs1_t10050;eco_gcs1_t10051;eco_gcs1_t10053															"
eco_gcs1_t12374	eco4377	spf	b3864	49175990	"Spot	42	RNA	"	"eco_gcs1_t12374																"
eco_gcs1_t08379	eco3055	rpsO	b3165	16131057	"30S	ribosomal	protein	S15	"	"eco_gcs1_t08379															"
eco_gcs1_t06284	eco2262	yfcR	b2335	16130270	"predicted	fimbrial-like	adhesin	protein	"	"eco_gcs1_t06284;eco_gcs1_t06285;eco_gcs1_t06283															"
eco_gcs1_t11147	eco4128	fecD	b4288	16132109	"KpLE2	phage-like	element;	iron-dicitrate	transporter	subunit	"	"eco_gcs1_t11147													"
eco_gcs1_t09950	eco3648	yifN	b3777	90111648	"conserved	protein	(pseudogene)	"	"eco_gcs1_t09950;eco_gcs1_t09949																"
eco_gcs1_t05938	eco2132	napH	b2204	16130141	"quinol	dehydrogenase	membrane	component	"	"eco_gcs1_t05938															"
eco_gcs1_t09361	eco3438	ysaB	b4553	94541126	"hypothetical	protein	"	"eco_gcs1_t09361																	"
eco_gcs1_t03618	eco1346	paaA	b1388	16129349	"predicted	multicomponent	oxygenase/reductase	subunit	for	phenylacetic	acid	degradation	"	"eco_gcs1_t03618;eco_gcs1_t03619											"
eco_gcs1_t11405	eco4218	yjjV	b4378	90111745	"predicted	DNase	"	"eco_gcs1_t11405																	"
eco_gcs1_t05788	eco2076	yeiA	b2147	90111398	"dihydropyrimidine	dehydrogenase	"	"eco_gcs1_t05788;eco_gcs1_t05786;eco_gcs1_t05787																	"
eco_gcs1_t10924	eco4033	yjfN	b4188	90111700	"hypothetical	protein	"	"eco_gcs1_t10924																	"
eco_gcs1_t06559	eco2346	cysP	b2425	16130350	"thiosulfate	transporter	subunit	"	"eco_gcs1_t06559;eco_gcs1_t06560																"
eco_gcs1_t08514	eco3107	yhcG	b3220	16131110	"hypothetical	protein	"	"eco_gcs1_t08514;eco_gcs1_t08513;eco_gcs1_t08512;eco_gcs1_t08515;eco_gcs1_t08516																	"
eco_gcs1_t00126	eco0057	yabQ	b0057	16128051	"hypothetical	protein	"	"eco_gcs1_t00126																	"
eco_gcs1_t10041	eco3685	yigF	b3817	16131667	"conserved	inner	membrane	protein	"	"eco_gcs1_t10041;eco_gcs1_t10040;eco_gcs1_t10039															"
eco_gcs1_t03434	eco1289	ynaJ	b1332	16129293	"predicted	inner	membrane	protein	"	"eco_gcs1_t03434;eco_gcs1_t03435															"
eco_gcs1_t04491	eco1630	ynhG	b1678	16129634	"hypothetical	protein	"	"eco_gcs1_t04491;eco_gcs1_t04489;eco_gcs1_t04490																	"
eco_gcs1_t11761	eco1893	fliO	b1947	90111358	"flagellar	biosynthesis	protein	"	"eco_gcs1_t11761																"
eco_gcs1_t01059	eco0430	ybaO	b0447	90111137	"predicted	DNA-binding	transcriptional	regulator	"	"eco_gcs1_t01059;eco_gcs1_t01060															"
eco_gcs1_t09609	eco3518	dfp	b3639	90111624	"bifunctional	phosphopantothenoylcysteine	decarboxylase/phosphopantothenate	synthase	"	"eco_gcs1_t09609;eco_gcs1_t09608															"
eco_gcs1_t10677	eco3927	yjcQ	b4081	90111683	"predicted	multidrug	efflux	system	component	"	"eco_gcs1_t10677;eco_gcs1_t10678														"
eco_gcs1_t04173	eco1520	flxA	b1566	16129525	"Qin	prophage;	predicted	protein	"	"eco_gcs1_t04173;eco_gcs1_t04174															"
eco_gcs1_t01429	eco0563	hokE	b4415	49176035	"toxic	polypeptide,	small	"	"eco_gcs1_t01429																"
eco_gcs1_t12409	eco4369	leuT	b3798	49175990	"Anticodon:	CAG	"	"eco_gcs1_t12409																	"
eco_gcs1_t02545	eco0961	torD	b0998	16128964	"chaperone	protein	TorD	"	"eco_gcs1_t02545																"
eco_gcs1_t03431	eco1288	insH-4	b1331	16129292	"IS5	transposase	and	trans-activator	"	"eco_gcs1_t03431;eco_gcs1_t03432;eco_gcs1_t03433															"
eco_gcs1_t04121	eco1493	ydfH	b1540	16129499	"predicted	DNA-binding	transcriptional	regulator	"	"eco_gcs1_t04121															"
eco_gcs1_t00490	eco0196	metN	b0199	16128192	"DL-methionine	transporter	subunit	"	"eco_gcs1_t00490																"
eco_gcs1_t12053	eco3389	mdtE	b3513	16131385	"multidrug	resistance	efflux	transporter	"	"eco_gcs1_t12053;eco_gcs1_t12054;eco_gcs1_t12051;eco_gcs1_t12050;eco_gcs1_t12052															"
eco_gcs1_t00414	eco0168	frr	b0172	16128165	"ribosome	releasing	factor	"	"eco_gcs1_t00414																"
eco_gcs1_t11475	eco0188	yaeJ	b0191	16128184	"hypothetical	protein	"	"eco_gcs1_t11475																	"
eco_gcs1_t09486	eco3477	mtlA	b3599	16131470	"fused	mannitol-specific	PTS	enzymes:	IIA	components/IIB	components/IIC	components	"	"eco_gcs1_t09486;eco_gcs1_t09485;eco_gcs1_t09488;eco_gcs1_t09487;eco_gcs1_t09484											"
eco_gcs1_t11777	eco2016	ogrK	b2082	16130022	"DNA-binding	transcriptional	regulator	prophage	P2	remnant	"	"eco_gcs1_t11777;eco_gcs1_t11778													"
eco_gcs1_t00214	eco0100	yacF	b0102	16128095	"hypothetical	protein	"	"eco_gcs1_t00214;eco_gcs1_t00213																	"
eco_gcs1_t04962	eco1794	holE	b1842	16129795	"DNA	polymerase	III,	theta	subunit	"	"eco_gcs1_t04962														"
eco_gcs1_t08071	eco2922	ygiZ	b3027	16130923	"conserved	inner	membrane	protein	"	"eco_gcs1_t08071;eco_gcs1_t08070;eco_gcs1_t08069															"
eco_gcs1_t03851	eco1421	narY	b1467	16129426	"nitrate	reductase	2	(NRZ),	beta	subunit	"	"eco_gcs1_t03851;eco_gcs1_t03850													"
eco_gcs1_t01176	eco0479	rhsD	b0497	16128481	"rhsD	element	protein	"	"eco_gcs1_t01176;eco_gcs1_t01174;eco_gcs1_t01175;eco_gcs1_t01173																"
eco_gcs1_t05701	eco2044	metG	b2114	16130052	"methionyl-tRNA	synthetase	"	"eco_gcs1_t05701;eco_gcs1_t05700;eco_gcs1_t05699																	"
eco_gcs1_t01093	eco0444	acrB	b0462	16128446	"multidrug	efflux	system	protein	"	"eco_gcs1_t01093;eco_gcs1_t01095;eco_gcs1_t01094															"
eco_gcs1_t09514	eco3493	yibQ	b3614	90111621	"predicted	polysaccharide	deacetylase	"	"eco_gcs1_t09514																"
eco_gcs1_t11936	eco2637	hypE	b2730	16130637	"carbamoyl	phosphate	phosphatase,	hydrogenase	3	maturation	protein	"	"eco_gcs1_t11936;eco_gcs1_t11937;eco_gcs1_t11935												"
eco_gcs1_t02655	eco1003	ymdB	b1045	16129008	"hypothetical	protein	"	"eco_gcs1_t02655;eco_gcs1_t02656																	"
eco_gcs1_t02933	eco1110	ymfQ	b1153	16129116	"e14	prophage;	conserved	protein	"	"eco_gcs1_t02933															"
eco_gcs1_t11876	eco2383	ypfE	b2462	90111440	"predicted	carboxysome	structural	protein	with	predicted	role	in	ethanol	utilization	"	"eco_gcs1_t11876;eco_gcs1_t11877									"
eco_gcs1_t12321	eco4317	sroF	b4441	49175990	"unknown	RNA	"	"eco_gcs1_t12321																	"
eco_gcs1_t07275	eco2643	ygbJ	b2736	16130643	"predicted	dehydrogenase,	with	NAD(P)-binding	Rossmann-fold	domain	"	"eco_gcs1_t07275;eco_gcs1_t07277;eco_gcs1_t07276													"
eco_gcs1_t01635	eco0637	insH-3	b0656	16128639	"IS5	transposase	and	trans-activator	"	"eco_gcs1_t01635;eco_gcs1_t01637;eco_gcs1_t01636															"
eco_gcs1_t12238	eco0022	insA-1	b0022	16128016	"IS1	repressor	protein	InsA	"	"eco_gcs1_t12238;eco_gcs1_t12237															"
eco_gcs1_t10068	eco3698	ysgA	b3830	49176425	"predicted	hydrolase	"	"eco_gcs1_t10068																	"
eco_gcs1_t04727	eco1719	pncA	b1768	90111327	"nicotinamidase/pyrazinamidase	"	"eco_gcs1_t04727;eco_gcs1_t04726;eco_gcs1_t04728																		"
eco_gcs1_t07210	eco2602	yqaB	b2690	16130602	"predicted	hydrolase	"	"eco_gcs1_t07210;eco_gcs1_t07211																	"
eco_gcs1_t03169	eco1197	adhE	b1241	16129202	"fused	acetaldehyde-CoA	dehydrogenase/iron-dependent	alcohol	dehydrogenase/pyruvate-formate	lyase	deactivase	"	"eco_gcs1_t03169;eco_gcs1_t03172;eco_gcs1_t03171;eco_gcs1_t03173;eco_gcs1_t03175;eco_gcs1_t03170;eco_gcs1_t03174;eco_gcs1_t03168												"
eco_gcs1_t09503	eco3487	gpsA	b3608	16131479	"NAD(P)H-dependent	glycerol-3-phosphate	dehydrogenase	"	"eco_gcs1_t09503																"
eco_gcs1_t02932	eco1106	ymfN	b1149	16129112	"e14	prophage;	predicted	DNA-binding	transcriptional	regulator	"	"eco_gcs1_t02932													"
eco_gcs1_t07410	eco2687	mazG	b2781	16130688	"nucleoside	triphosphate	pyrophosphohydrolase	"	"eco_gcs1_t07410;eco_gcs1_t07409																"
eco_gcs1_t02097	eco0813	ybjC	b0850	16128818	"predicted	inner	membrane	protein	"	"eco_gcs1_t02097;eco_gcs1_t02098															"
eco_gcs1_t11256	eco4164	uxuA	b4322	16132143	"mannonate	dehydratase	"	"eco_gcs1_t11256;eco_gcs1_t11255																	"
eco_gcs1_t08568	eco3128	aaeA	b3241	16131131	"p-hydroxybenzoic	acid	efflux	system	component	"	"eco_gcs1_t08568;eco_gcs1_t08569;eco_gcs1_t08570														"
eco_gcs1_t04985	eco1803	edd	b1851	16129804	"phosphogluconate	dehydratase	"	"eco_gcs1_t04985;eco_gcs1_t04982;eco_gcs1_t04983;eco_gcs1_t04984;eco_gcs1_t04981																	"
eco_gcs1_t00175	eco0081	mraW	b0082	16128075	"S-adenosyl-methyltransferase	"	"eco_gcs1_t00175																		"
eco_gcs1_t11623	eco0779	yliL	b0816	16128784	"hypothetical	protein	"	"eco_gcs1_t11623																	"
eco_gcs1_t11176	eco4141	sgcE	b4301	16132122	"ribulose-phosphate	3-epimerase	"	"eco_gcs1_t11176																	"
eco_gcs1_t02515	eco0953	ymcE	b0991	16128957	"cold	shock	gene	"	"eco_gcs1_t02515;eco_gcs1_t02514																"
eco_gcs1_t00783	eco0318	yahO	b0329	16128314	"hypothetical	protein	"	"eco_gcs1_t00783;eco_gcs1_t00782;eco_gcs1_t00784																	"
eco_gcs1_t03215	eco1210	yciB	b1254	16129215	"intracellular	septation	protein	A	"	"eco_gcs1_t03215;eco_gcs1_t03218;eco_gcs1_t03217;eco_gcs1_t03216															"
eco_gcs1_t11419	eco4230	nadR	b4390	90111746	"nicotinamide-nucleotide	adenylyltransferase	"	"eco_gcs1_t11419;eco_gcs1_t11421;eco_gcs1_t11420;eco_gcs1_t11422;eco_gcs1_t11423																	"
eco_gcs1_t02560	eco0968	ymdF	b4518	94541090	"hypothetical	protein	"	"eco_gcs1_t02560																	"
eco_gcs1_t05518	eco1978	wcaL	b2044	16129984	"predicted	glycosyl	transferase	"	"eco_gcs1_t05518;eco_gcs1_t05517																"
eco_gcs1_t06353	eco2282	yfdM	b2356	90111423	"CPS-53	(KpLE1)	prophage;	predicted	methyltransferase	"	"eco_gcs1_t06353														"
eco_gcs1_t06216	eco2228	yfcF	b2301	16130236	"predicted	enzyme	"	"eco_gcs1_t06216;eco_gcs1_t06215																	"
eco_gcs1_t01848	eco0710	tolB	b0740	16128715	"translocation	protein	TolB	precursor	"	"eco_gcs1_t01848;eco_gcs1_t01849															"
eco_gcs1_t07800	eco2817	yliK	b2917	16130818	"methylmalonyl-CoA	mutase	"	"eco_gcs1_t07800;eco_gcs1_t07803;eco_gcs1_t07801;eco_gcs1_t07799;eco_gcs1_t07802																	"
eco_gcs1_t03791	eco1402	yncA	b1448	16129407	"predicted	acyltransferase	with	acyl-CoA	N-acyltransferase	domain	"	"eco_gcs1_t03791													"
eco_gcs1_t06547	eco2339	pdxK	b2418	16130344	"pyridoxine	kinase	"	"eco_gcs1_t06547;eco_gcs1_t06546																	"
eco_gcs1_t09926	eco3636	hdfR	b4480	49176402	"transcriptional	regulator	HdfR	"	"eco_gcs1_t09926;eco_gcs1_t09923;eco_gcs1_t09927;eco_gcs1_t09924;eco_gcs1_t09925																"
eco_gcs1_t08270	eco3011	tdcR	b3119	90111543	"DNA-binding	transcriptional	activator	"	"eco_gcs1_t08270;eco_gcs1_t08271																"
eco_gcs1_t02766	eco1047	plsX	b1090	90111212	"fatty	acid/phospholipid	synthesis	protein	"	"eco_gcs1_t02766;eco_gcs1_t02767															"
eco_gcs1_t04012	eco1462	ydeU	b1509	16129468	"conserved	protein,	predicted	pseudogene	"	"eco_gcs1_t04012;eco_gcs1_t04013;eco_gcs1_t04014															"
eco_gcs1_t12113	eco3843	thiE	b3993	16131823	"thiamine-phosphate	pyrophosphorylase	"	"eco_gcs1_t12113;eco_gcs1_t12111;eco_gcs1_t12112																	"
eco_gcs1_t00978	eco0402	yajO	b0419	90111130	"predicted	oxidoreductase,	NAD(P)-binding	"	"eco_gcs1_t00978;eco_gcs1_t00980;eco_gcs1_t00981;eco_gcs1_t00979																"
eco_gcs1_t03248	eco1220	trpE	b1264	16129225	"anthranilate	synthase	component	I	"	"eco_gcs1_t03248;eco_gcs1_t03247;eco_gcs1_t03249;eco_gcs1_t03250															"
eco_gcs1_t11820	eco2175	yfaY	b2249	16130184	"competence	damage-inducible	protein	A	"	"eco_gcs1_t11820;eco_gcs1_t11819;eco_gcs1_t11817;eco_gcs1_t11818															"
eco_gcs1_t03844	eco1416	yddH	b1462	90111278	"hypothetical	protein	"	"eco_gcs1_t03844;eco_gcs1_t03843																	"
eco_gcs1_t04408	eco1604	nemA	b1650	16129608	"N-ethylmaleimide	reductase,	FMN-linked	"	"eco_gcs1_t04408;eco_gcs1_t04410;eco_gcs1_t04409;eco_gcs1_t04407																"
eco_gcs1_t05027	eco1815	ruvC	b1863	16129816	"Holliday	junction	resolvase	"	"eco_gcs1_t05027																"
eco_gcs1_t02019	eco0783	ybiT	b0820	16128788	"fused	predicted	transporter	subunits	of	ABC	superfamily:	ATP-binding	components	"	"eco_gcs1_t02019;eco_gcs1_t02018;eco_gcs1_t02020										"
eco_gcs1_t02386	eco0905	ycbV	b0943	90111191	"predicted	fimbrial-like	adhesin	protein	"	"eco_gcs1_t02386;eco_gcs1_t02388;eco_gcs1_t02387															"
eco_gcs1_t12468	eco4302	asnV	b1989	49175990	"Anticodon:	GTT	"	"eco_gcs1_t12468																	"
eco_gcs1_t01644	eco0641	ybeZ	b0660	16128643	"predicted	protein	with	nucleoside	triphosphate	hydrolase	domain	"	"eco_gcs1_t01644;eco_gcs1_t01643												"
eco_gcs1_t00936	eco0385	proY	b0402	16128387	"predicted	cryptic	proline	transporter	"	"eco_gcs1_t00936;eco_gcs1_t00935															"
eco_gcs1_t11042	eco4089	pyrB	b4245	16132067	"aspartate	carbamoyltransferase	catalytic	subunit	"	"eco_gcs1_t11042															"
eco_gcs1_t07150	eco2576	csiR	b2664	90111478	"DNA-binding	transcriptional	dual	regulator	"	"eco_gcs1_t07150;eco_gcs1_t07151															"
eco_gcs1_t01803	eco0691	sdhC	b0721	16128696	"succinate	dehydrogenase	cytochrome	b556	large	membrane	subunit	"	"eco_gcs1_t01803												"
eco_gcs1_t09453	eco3464	yiaV	b3586	16131457	"membrane	fusion	protein	(MFP)	component	of	efflux	pump,	signal	anchor	"	"eco_gcs1_t09453;eco_gcs1_t09450;eco_gcs1_t09452;eco_gcs1_t09451									"
eco_gcs1_t04177	eco1522	ydfX	b1568	16129527	"Qin	prophage;	predicted	protein	"	"eco_gcs1_t04177															"
eco_gcs1_t04412	eco1606	rnt	b1652	16129610	"ribonuclease	T	"	"eco_gcs1_t04412																	"
eco_gcs1_t02806	eco1064	nagZ	b1107	16129070	"beta-hexosaminidase	"	"eco_gcs1_t02806;eco_gcs1_t02808;eco_gcs1_t02807																		"
eco_gcs1_t10155	eco3730	glnA	b3870	16131710	"glutamine	synthetase	"	"eco_gcs1_t10155;eco_gcs1_t10156																	"
eco_gcs1_t02078	eco0806	ybjH	b0843	16128811	"hypothetical	protein	"	"eco_gcs1_t02078																	"
eco_gcs1_t10337	eco3801	katG	b3942	16131780	"catalase/hydroperoxidase	HPI(I)	"	"eco_gcs1_t10337;eco_gcs1_t10338;eco_gcs1_t10336																	"
eco_gcs1_t12479	eco4395	glyX	b4164	49175990	"Anticodon:	GCC	"	"eco_gcs1_t12479																	"
eco_gcs1_t10679	eco3928	yjcR	b4082	16131908	"predicted	membrane	fusion	protein	of	efflux	pump	"	"eco_gcs1_t10679												"
eco_gcs1_t01680	eco0653	fur	b0683	16128659	"ferric	uptake	regulator	"	"eco_gcs1_t01680;eco_gcs1_t01681																"
eco_gcs1_t04514	eco1640	ydiK	b1688	16129644	"predicted	inner	membrane	protein	"	"eco_gcs1_t04514;eco_gcs1_t04513															"
eco_gcs1_t11396	eco4214	prfC	b4375	16132193	"peptide	chain	release	factor	3	"	"eco_gcs1_t11396;eco_gcs1_t11397														"
eco_gcs1_t04148	eco1504	gnsB	b1550	90111293	"Qin	prophage;	predicted	protein	"	"eco_gcs1_t04148															"
eco_gcs1_t07194	eco2596	mprA	b2684	16130596	"DNA-binding	transcriptional	repressor	of	microcin	B17	synthesis	and	multidrug	efflux	"	"eco_gcs1_t07194;eco_gcs1_t07193;eco_gcs1_t07195									"
eco_gcs1_t04977	eco1800	yebG	b1848	16129801	"conserved	protein	regulated	by	LexA	"	"eco_gcs1_t04977														"
eco_gcs1_t02562	eco0972	rarA	b1009	16128975	"predicted	hydrolase	"	"eco_gcs1_t02562																	"
eco_gcs1_t06238	eco2237	argT	b2310	16130245	"lysine/arginine/ornithine	transporter	subunit	"	"eco_gcs1_t06238																"
eco_gcs1_t08290	eco3016	garL	b3126	16131018	"alpha-dehydro-beta-deoxy-D-glucarate	aldolase	"	"eco_gcs1_t08290;eco_gcs1_t08288;eco_gcs1_t08289																	"
eco_gcs1_t10787	eco3972	yjdI	b4126	16131952	"hypothetical	protein	"	"eco_gcs1_t10787																	"
eco_gcs1_t12415	eco4349	rrfF	b3272	49175990	"5S	ribosomal	RNA	"	"eco_gcs1_t12415																"
eco_gcs1_t11692	eco1166	lolB	b1209	16129172	"outer	membrane	lipoprotein	LolB	precursor	"	"eco_gcs1_t11692														"
eco_gcs1_t06812	eco2452	iscS	b2530	49176235	"cysteine	desulfurase	"	"eco_gcs1_t06812;eco_gcs1_t06813;eco_gcs1_t06814																	"
eco_gcs1_t07432	eco2693	gudD	b2787	16130694	"(D)-glucarate	dehydratase	1	"	"eco_gcs1_t07432;eco_gcs1_t07431;eco_gcs1_t07433																"
eco_gcs1_t05852	eco2096	fruA	b2167	16130105	"fused	fructose-specific	PTS	enzymes:	IIBcomponent/IIC	components	"	"eco_gcs1_t05852;eco_gcs1_t05853													"
eco_gcs1_t05035	eco1819	yecD	b1867	90111348	"predicted	hydrolase	"	"eco_gcs1_t05035																	"
eco_gcs1_t02690	eco1013	yceI	b1056	16129019	"hypothetical	protein	"	"eco_gcs1_t02690;eco_gcs1_t02691;eco_gcs1_t02689																	"
eco_gcs1_t00586	eco0239	ykfB	b0250	16128235	"CP4-6	prophage;	predicted	protein	"	"eco_gcs1_t00586															"
eco_gcs1_t02496	eco0944	yccZ	b0983	16128949	"predicted	exopolysaccharide	export	protein	"	"eco_gcs1_t02496;eco_gcs1_t02495;eco_gcs1_t02497															"
eco_gcs1_t08625	eco3147	yhdJ	b3262	90111566	"predicted	methyltransferase	"	"eco_gcs1_t08625;eco_gcs1_t08628;eco_gcs1_t08626;eco_gcs1_t08629;eco_gcs1_t08627;eco_gcs1_t08624																	"
eco_gcs1_t12289	eco0001	thrL	b0001	16127995	"thr	operon	leader	peptide	"	"eco_gcs1_t12289;eco_gcs1_t12288															"
eco_gcs1_t05414	eco1950	yeeZ	b2016	16129957	"predicted	epimerase,	with	NAD(P)-binding	Rossmann-fold	domain	"	"eco_gcs1_t05414;eco_gcs1_t05416;eco_gcs1_t05415													"
